id,property_type,final_score,norm_score,explicit,implicit,freshness,trust,boost
19527bc0,house,0.000302,0.0,9.321039844040808e-16,0.2935138077616104,0.0005011757616898855,0.95,3.678518379040114
1bd26a99,land,0.000286,0.0,2.871605094403456e-17,0.0,8.786797353068509e-07,0.8300000000000001,3.5563025007672873
6600db79,condo,0.000283,0.0,5.133314646512795e-19,0.0,4.4575984170809255e-06,0.92,3.406540180433955
e835c6dd,apartment,0.000282,0.0,1.0264908521558485e-29,0.04417001611165201,6.792390825808887e-10,1.03,3.2833012287035497
52ffcc59,house,9.1e-05,0.0,1.1216516050267522e-31,2.583885792988339,3.5339392884380886e-10,1.02,3.6020599913279625
b7ce0879,condo,8.4e-05,0.0,6.557997776931449e-128,0.0,1.2598535236427805e-12,1.17,3.1398790864012365
b0a028dd,apartment,8.4e-05,0.0,0.0024866581034750823,7.820611890403001e-07,6.07829920552286e-06,0.9099999999999999,3.380211241711606
47dd4ef3,land,8.4e-05,0.0,1.344698945259502e-28,5.941239493561951e-06,1.7573259481430268e-07,0.99,3.2833012287035497
c6a4629b,house,2.7e-05,0.0,0.0022237945012614432,4.530568901707333,0.0003374506311720842,1.06,3.53655844257153
6dbf19b4,condo,2.5e-05,0.0,1.7608864194309183e-18,1.6134987303973256,0.12805611656914054,1.16,1.0
6f9c1b4e,land,2.5e-05,0.0,2.1193988308858374e-21,0.07152941849373737,4.70120751248928e-13,0.9400000000000001,3.3324384599156054
c203ef6a,apartment,2.5e-05,0.0,1.9311114558740814e-19,0.01623861664136574,1.571530946364965e-11,0.96,3.2329961103921536
f1d7e95b,house,8e-06,0.0,6.114743262636796e-128,0.0,5.134555502052774e-13,1.0,3.578639209968072
fcb462ee,condo,8e-06,0.0,4.027226793103988e-128,5.01430252229935e-06,2.9600133770333803e-10,0.8200000000000001,3.450249108319361
6e7ae4b1,land,7e-06,0.0,1.3100624480763068e-30,0.0,3.8139240527297986e-08,0.8300000000000001,3.404833716619938
f1c8ef05,apartment,7e-06,0.0,1.3926184426321526e-34,0.0,3.0859695871972186e-15,1.15,3.0293837776852097
3ef66014,house,2e-06,0.0,3.781165404161191e-132,0.0,2.5044947270030514e-06,0.88,3.6794278966121188
77ea0c6c,condo,2e-06,0.0,2.1763387654074105e-129,0.0,1.537162655654231e-11,0.81,3.4345689040341987
3250553b,land,2e-06,0.0,2.0481329873464933e-30,0.5240280879470423,0.4537636230634964,1.08,1.0
cdc0c04a,apartment,2e-06,0.0,3.855131282598464e-20,0.0,1.9575924875693683e-10,0.8700000000000001,3.287801729930226
daeab2a0,house,1e-06,0.0,1.6588304310910246e-32,0.3323952642541589,1.1302844194159451e-07,0.8200000000000001,3.6830470382388496
34ceb300,condo,1e-06,0.0,1.3984547442446718e-21,0.05040785852453058,4.113534103589217e-13,0.8400000000000001,3.3891660843645326
05c76701,land,1e-06,0.0,9.599912330743635e-123,1.808026791685219e-05,9.825548211254785e-12,0.88,3.278753600952829
fa757209,apartment,1e-06,0.0,7.51759030460977e-33,0.0,0.0001707215563721329,0.89,3.250420002308894
e52e7e63,house,0.0,0.0,8.80938225128182e-32,4.5208680598793976e-08,4.4461711903991826e-15,0.97,3.5118833609788744
56e8b65c,condo,0.0,0.0,0.0017912364445626897,0.04353011029633447,5.711043044433482e-15,0.9400000000000001,3.2833012287035497
50288865,land,0.0,0.0,1.1143603385741807e-129,4.709103785321656e-08,0.45292608202102874,1.13,1.0
78a075cc,apartment,0.0,0.0,5.594427195346952e-31,0.001308673064877824,0.0005094003031638541,1.18,2.9444826721501687
095d51a9,house,0.0,0.0,0.005120551257241237,6.472345132507795,3.8899801856078596e-14,1.1400000000000001,3.3146784564734983
a10b4c2d,condo,0.0,0.0,5.394298345512349e-125,7.200345145632704e-08,0.6725231852044401,1.17,1.0
d891251e,land,0.0,0.0,4.57324729333048e-35,0.0,0.9065051045163836,1.12,1.0
d8a5a828,apartment,0.0,0.0,1.523491636589277e-127,0.00017437669563511907,0.0001878672257927386,0.95,3.1492191126553797
23dbce1a,house,0.0,0.0,4.3570865769572414e-34,0.0,1.8803082039082207e-11,1.02,3.4216039268698313
d62c88dc,condo,0.0,0.0,3.411296149815797e-130,0.0,0.12780698294403992,1.16,1.0
c140b1ae,land,0.0,0.0,1.4573834206309254e-15,6.13675155924239e-06,0.5022378170663773,1.1099999999999999,1.0
2828aae0,apartment,0.0,0.0,6.425155331410572e-119,0.0,0.02613518878608557,0.98,3.1172712956557644
0a873999,house,0.0,0.0,1.357954111537838e-32,0.8189599627789195,4.3706620873223674e-11,0.98,3.4030962476367734
f2c1dfbf,land,0.0,0.0,0.0020392987177521404,0.0,0.0018598682173267512,0.8200000000000001,3.290034611362518
6cee05a6,condo,0.0,0.0,4.522824418968192e-128,0.0,9.979925627330118e-06,0.8400000000000001,3.2600713879850747
65923415,apartment,0.0,0.0,0.005288338585733588,0.039562419098524725,4.298882030967826e-15,1.13,2.9444826721501687
3a805fcf,house,0.0,0.0,0.0038542027079397656,1.6929643917198511,2.2989796477845516e-05,0.8,3.569373909615046
71eb7d13,condo,0.0,0.0,1.1873235811704276e-32,0.0,2.647911676441883e-10,0.95,3.1398790864012365
f02ed71f,land,0.0,0.0,1.2379030632083948e-28,0.0,0.3340242258380064,1.07,1.0
17d203a7,apartment,0.0,0.0,1.0645477350922906e-126,1.5024023863642643e-11,0.20288428272296813,1.04,1.0
8013207a,house,0.0,0.0,1.7501870279982478e-129,2.7803285388417383,0.18938469277083544,1.02,1.0
dbbc39ef,condo,0.0,0.0,1.631412877127645e-120,1.586910922884722e-05,6.27774795583623e-10,1.15,2.929418925714293
76e02302,land,0.0,0.0,5.4314794159513764e-18,0.0,0.17602485865731066,1.04,1.0
3174e9f5,apartment,0.0,0.0,3.027029410023011e-29,7.82791610879549e-06,0.20862528609464165,1.02,1.0
7022c7d2,house,0.0,0.0,6.223840253854612e-18,1.6290370572246395,0.44168761415461905,0.97,1.0
7dfee799,condo,0.0,0.0,6.1279972189554615e-31,0.0009409660022988939,0.3078642855724463,1.04,1.0
cf4803ac,apartment,0.0,0.0,4.117784179987956e-125,0.0,1.300027115236263e-15,0.8500000000000001,3.1818435879447726
1a6990d2,land,0.0,0.0,0.011748655142919518,7.238170488399905e-07,0.2478357009667046,0.99,1.0
acb6db05,house,0.0,0.0,1.67769929714918e-118,4.661337050261895,0.09996870444948393,0.99,1.0
03f65c03,condo,0.0,0.0,3.9109874748817337e-28,4.017001585628671e-09,0.837895653960462,1.02,1.0
648e7abf,apartment,0.0,0.0,2.202109342567118e-120,1.2029453025127512e-09,0.6254945051370553,0.98,1.0
1d0af14a,land,0.0,0.0,2.043156717304203e-120,0.00010054535106039043,0.1735810338373493,0.98,1.0
49ed0912,house,0.0,0.0,0.013571246189878832,1.4972997404693427,2.4521533246009765e-05,1.17,3.085940160955603
e21fe003,condo,0.0,0.0,1.4280470857843615e-16,1.2434948669009629e-08,0.31281719407642455,1.0,1.0
20e1c2e3,land,0.0,0.0,2.0595322239880932e-16,0.001064409451568381,6.301729342360034e-05,1.0,2.9822712330395684
2bebc3f7,apartment,0.0,0.0,4.6527197470839986e-130,0.0,0.10705775128008754,0.97,1.0
f50bca0c,house,0.0,0.0,0.0037840171481928015,1.321355697086184,6.306150733249989e-07,1.01,3.2095150145426308
1c315f8a,condo,0.0,0.0,1.1839278248961412e-17,0.0,0.31508419778009733,0.99,1.0
8d24e89e,land,0.0,0.0,3.056711801707505e-18,5.1405349301758386e-06,4.2756759376990346e-07,0.8,3.1760912590556813
1eb0c665,apartment,0.0,0.0,4.049755890887118e-16,0.0,0.3977415798293801,0.9400000000000001,1.0
cc2d5812,house,0.0,0.0,3.600428126008993e-18,0.10199592905039905,0.0005314049951189448,0.8300000000000001,3.3483048630481607
dc3c21d2,condo,0.0,0.0,7.107620945875005e-18,0.2232025353016434,0.23508853852654388,0.96,1.0
fc87ac1f,apartment,0.0,0.0,1.4822455622184567e-128,0.023792098070256316,0.6050275822185243,0.9299999999999999,1.0
0fc2a36e,land,0.0,0.0,3.0675237235668766e-34,0.0,2.3492857628185886e-06,1.02,2.9190780923760737
715a6f76,house,0.0,0.0,5.843323296403123e-19,5.39513301518417e-09,0.08792125719642001,0.8700000000000001,3.292256071356476
49a24285,condo,0.0,0.0,8.965167844514821e-32,4.712149276549574e-10,0.195494989901643,0.95,1.0
70d713e0,apartment,0.0,0.0,1.2970677541178966e-124,0.0,0.19188135529191075,0.9299999999999999,1.0
8d187520,land,0.0,0.0,0.06188214874781493,0.0022188790095863404,0.6304015731095621,0.92,1.0
b8c3ece6,house,0.0,0.0,0.012615686852553612,20.582612155062925,9.41858872202946e-05,1.09,3.037426497940624
bf291b8f,condo,0.0,0.0,1.0494112526143102e-30,0.0006374852112865951,0.26871967747835596,0.9400000000000001,1.0
3935436b,apartment,0.0,0.0,8.552171111207989e-17,0.0,0.10586797763836621,0.9299999999999999,1.0
e90b2fdb,land,0.0,0.0,2.6953076333890756e-31,0.0,0.13083398681970035,0.92,1.0
50a5ef50,house,0.0,0.0,1.1463636022431957e-130,0.45995863080622373,0.2770904394741164,1.06,1.0
b5336dfb,condo,0.0,0.0,6.433530601243781e-36,0.20345661614895957,0.28111091901768187,0.9099999999999999,1.0
26a5b002,apartment,0.0,0.0,0.0027825285541999705,0.00023593783897834326,0.7661448453994321,0.92,1.0
ca4e7bd5,land,0.0,0.0,2.4341764295386426e-20,0.18284918216043056,1.1171744834911812e-07,1.03,2.886490725172482
899cac25,house,0.0,0.0,3.268579896332771e-30,0.0,0.4188847268447716,1.1099999999999999,1.0
7503331f,condo,0.0,0.0,1.0796228841629838e-28,0.0,0.805683516287049,0.92,1.0
6b96d99b,apartment,0.0,0.0,1.6172865591922503e-32,3.2668974717391335e-06,0.6409791437087361,0.9,1.0
6de879c3,land,0.0,0.0,7.307615334525779e-19,2.579474213173405e-06,0.3459803850425,0.88,1.0
6e6f1e77,house,0.0,0.0,0.0311866511853093,0.4914413593347293,0.6577438975696547,0.8600000000000001,1.0
1f55c738,apartment,0.0,0.0,1.5644332712641876e-19,1.1890505198042989e-05,0.4425234489562441,0.9,1.0
380eefb1,land,0.0,0.0,7.303822670782218e-30,0.0,0.1304758228387451,0.8700000000000001,1.0
18d20754,condo,0.0,0.0,0.002346215780687988,1.4923179763533099e-05,0.44486317819939153,0.8700000000000001,1.0
13d2b372,house,0.0,0.0,1.4813364879714944e-34,7.651462798888841e-05,0.5338378543448226,0.9299999999999999,1.0
812bf154,condo,0.0,0.0,7.700367771808978e-17,0.0,0.4652180087387776,0.8600000000000001,1.0
5cf2f935,land,0.0,0.0,0.0011233444662499903,0.05557591145059689,0.512153598217858,0.8400000000000001,1.0
09a374d0,apartment,0.0,0.0,3.414153963204323e-125,0.0022274258154264615,2.1206463548024123e-05,1.18,2.420732195045799
21fdc1bb,house,0.0,0.0,3.2840680899788916e-125,0.0006003348312943394,4.977881716747418e-14,0.95,2.9822712330395684
f10c36dc,land,0.0,0.0,2.8199900598404963e-34,2.4216377407886515e-05,0.5140362089603419,0.8400000000000001,1.0
8d8f46e9,condo,0.0,0.0,1.9917176973982497e-28,1.322745416026798e-06,0.24827153309374575,0.8400000000000001,1.0
07e639e2,apartment,0.0,0.0,1.2893081102015692e-28,10.659083565650525,3.7147182157645293e-09,0.96,2.260709742676763
25815610,house,0.0,0.0,0.015235133139064123,0.0,0.3341411155948035,0.88,1.0
56aedff4,condo,0.0,0.0,2.9218472643538547e-35,0.014904363662807726,0.11844764820854826,0.8300000000000001,1.0
4d4b1ee1,land,0.0,0.0,0.0002414629003240614,4.420947410250159e-10,0.11605851482910531,0.8200000000000001,1.0
394a10d9,apartment,0.0,0.0,1.1264027753691876e-128,0.0,0.021662337865323775,0.8700000000000001,2.230448921378274
e8e57990,house,0.0,0.0,5.885346854321557e-30,7.34706137001045e-07,0.17113817009286214,0.88,1.0
7a622e78,condo,0.0,0.0,0.006834393466250563,0.0010017996173102618,1.5965213266040022e-08,0.9400000000000001,2.8976270912904414
0bba885a,land,0.0,0.0,0.013968079205416761,2.0105160158650758e-09,0.0011680427389952925,1.03,2.7993405494535817
a3381392,apartment,0.0,0.0,1.16369155518164e-16,0.0,2.604279290308177e-06,1.2,1.0
a4fe0487,house,0.0,0.0,4.603610534640032e-18,0.0073256377200036655,0.10878991193552563,0.88,1.0
a8656885,condo,0.0,0.0,0.004604603921605107,0.010648395594486978,0.2788116619987811,0.8200000000000001,1.0
6a826b3e,land,0.0,0.0,6.489406365890762e-18,6.673728788516471e-08,1.577471012479888e-15,0.98,2.6860825887234046
00591cc4,apartment,0.0,0.0,8.620891306231827e-29,0.0015340146980031397,4.31956097650438e-13,1.2,1.0
a07a6970,house,0.0,0.0,6.009606320718258e-19,2.317061193978528e-10,0.27370441870380213,0.8700000000000001,1.0
2ee1c098,condo,0.0,0.0,2.1809106663642052e-124,0.0,0.3362825702499995,0.81,1.0
6bf96473,land,0.0,0.0,5.434613696588813e-127,7.022818453485919e-05,6.518785637167307e-14,1.15,2.3997120008567654
029c04f3,apartment,0.0,0.0,0.004398711399173592,0.0023246425012940245,1.2817808320479292e-13,1.19,1.0
f5f48d01,house,0.0,0.0,1.2271876430522449e-29,0.0,0.6096709846538759,0.8400000000000001,1.0
07ef4603,condo,0.0,0.0,0.0021168736882781064,3.6122065809389704e-06,0.875235777327008,0.8,1.0
a1e45f0c,land,0.0,0.0,0.008124069014149898,0.0,2.780760789071309e-14,0.92,2.5938495740966125
3db30449,apartment,0.0,0.0,3.5640168263947e-21,2.252997524436873e-06,0.003193113931793914,1.19,1.0
ea2f8d7e,house,0.0,0.0,2.2605338251964826e-18,0.0,0.1619182132533749,0.8300000000000001,1.0
a0897186,condo,0.0,0.0,3.3867559803696054e-19,0.24573387874994562,1.3712132012484835e-14,0.8300000000000001,2.886490725172482
d294343a,land,0.0,0.0,0.005530076608525606,0.06597469730990724,2.434574719660962e-06,0.8600000000000001,2.1998027049226003
428acbc6,apartment,0.0,0.0,6.785292138616696e-32,0.02156639093247154,2.7715544536343234e-05,1.19,1.0
4718cd6a,house,0.0,0.0,0.010535385991680838,0.010310207496612659,0.13945259266018284,0.81,1.0
6f81478d,condo,0.0,0.0,0.004664548111375069,0.0,5.2631905790575564e-14,0.8500000000000001,2.76040210979816
7c680e81,land,0.0,0.0,7.407947273140771e-34,0.00036875266954502296,2.124676309099908e-06,0.9400000000000001,2.0547871008875083
d34ae2d7,apartment,0.0,0.0,0.001219253409651063,0.028026199181562544,0.0006485692692024094,1.19,1.0
57525fcb,condo,0.0,0.0,4.900921299320801e-17,9.140502407501685e-06,1.256316604110625e-15,0.9299999999999999,2.6720978579357175
2d073fcf,house,0.0,0.0,3.405428759876223e-29,0.19353862689584453,3.476382328708295e-08,1.1099999999999999,2.104813064639564
f629a549,land,0.0,0.0,6.0906619255787085e-18,3.5005522767512426e-05,1.0620636145195399e-14,1.01,1.823207492621397
6fc45d39,apartment,0.0,0.0,0.03532250321245365,3.212341675966487e-10,1.9461851084207368e-07,1.18,1.0
fad59862,condo,0.0,0.0,2.4735543115270033e-17,0.03130441364253019,1.6711743071321034e-07,0.8500000000000001,2.6720978579357175
219fc1b6,house,0.0,0.0,4.417971344900281e-19,0.002156992944177306,0.0033128477921654446,1.09,2.0717865934688735
fd33a166,land,0.0,0.0,2.7671338237658655e-119,0.0,7.381163178633161e-10,1.16,1.6599551055015405
2e6cf500,apartment,0.0,0.0,0.0013540517658212651,0.004718332511997629,3.485681120577743e-05,1.18,1.0
8f93faa6,condo,0.0,0.0,2.754415078328582e-15,0.0010356099308753454,0.011141224980487065,0.9299999999999999,2.5366271127026963
ca1f6c3b,house,0.0,0.0,0.03947235344298556,5.3136454018960855,6.92248165137174e-11,0.9099999999999999,2.1760912590556813
b1bc2d28,land,0.0,0.0,0.01316226838892129,0.00010145467545153456,8.336623521975578e-12,0.8200000000000001,1.84559095239952
54b14412,apartment,0.0,0.0,0.01103922289812193,0.37159999560520734,2.917364416692022e-06,1.18,1.0
50c1f5a3,condo,0.0,0.0,1.764216022330398e-32,0.0,5.627586631066658e-05,0.9,2.209957909236735
9b10dea4,house,0.0,0.0,9.005198966240561e-121,4.429104705873467e-09,0.0017767633728491094,1.0,1.8334283899427926
b9bc9bfe,land,0.0,0.0,4.448008482850412e-126,6.979218207352735e-06,2.4618480085122193e-14,0.8700000000000001,1.4469957472091708
885cd0d1,apartment,0.0,0.0,0.016273618325239294,0.0005389575960064513,2.2257505441037623e-05,1.18,1.0
3be4269c,condo,0.0,0.0,3.5474899908494294e-121,0.0036194511507306737,8.788803003407103e-15,0.8500000000000001,2.0681928529028557
d964efd8,house,0.0,0.0,5.0775211648072564e-17,0.13098893763004918,2.209493266954898e-11,1.2,1.0
7c2c80c0,land,0.0,0.0,3.118946505566873e-128,0.004956951403661137,1.4969228933245443e-08,1.19,1.0
0ef12d23,apartment,0.0,0.0,5.958171771164099e-131,0.5482120117199557,0.021615884629756218,1.17,1.0
005bebdf,condo,0.0,0.0,3.7725206653163075e-31,0.007924748900781481,5.753429318430747e-05,0.9,1.802564030236165
22de21b1,house,0.0,0.0,4.516174133311139e-18,2.2329915570989463,8.415408302301826e-07,1.19,1.0
fb2e001a,land,0.0,0.0,0.0005436299169970208,0.0,0.0012205899358208397,1.19,1.0
d82b1ae1,apartment,0.0,0.0,8.49677176342819e-121,0.0011848609957924067,0.030071638156233742,1.17,1.0
b12adb5a,condo,0.0,0.0,3.5812783774207507e-32,0.0016369017807203248,9.70809990763305e-09,1.0,1.5537062820740093
93de8e20,house,0.0,0.0,3.020523075822874e-28,0.0009511750455207033,2.3987998456489957e-10,1.19,1.0
86c1f43e,land,0.0,0.0,7.152544400928236e-32,1.954456761862816e-06,6.708198730257684e-10,1.19,1.0
b75c126c,apartment,0.0,0.0,0.0012378470934986665,3.723829234992659e-08,3.371462283114757e-12,1.17,1.0
0685a35e,condo,0.0,0.0,1.6809781403033233e-20,0.013663116812038802,0.0005648698475384967,0.8400000000000001,1.6702536581913505
ab67d0fb,house,0.0,0.0,4.505853887688267e-18,0.027531332795639768,1.6480600708754347e-05,1.19,1.0
bd62a23c,land,0.0,0.0,6.6518155420606056e-18,1.818602670732994e-11,0.00022106098279989873,1.19,1.0
3806697b,apartment,0.0,0.0,0.00029752895466982765,9.67626466749343e-06,1.9393056143770424e-13,1.16,1.0
67fa2107,condo,0.0,0.0,5.153940407217349e-18,0.0,2.5328800906242107e-12,0.8400000000000001,1.514266515306436
40805515,house,0.0,0.0,4.476752999813674e-126,1.7702656152383404e-06,5.416852583067225e-09,1.19,1.0
adcd2126,land,0.0,0.0,1.2763521323645245e-119,0.19475683359530255,8.130646947049692e-14,1.18,1.0
e13bb42b,apartment,0.0,0.0,5.100891239805392e-16,1.0366062924698124e-06,1.8436158747439926e-07,1.16,1.0
5fe7eabf,condo,0.0,0.0,4.1280687699167274e-16,0.0,0.0002146349532676979,1.2,1.0
db59df6f,house,0.0,0.0,0.002589373683343296,0.0,1.1229819373296936e-08,1.19,1.0
2dceff49,land,0.0,0.0,0.012023056563293605,0.0,1.367960149320787e-13,1.18,1.0
6b6abc19,apartment,0.0,0.0,0.0025057613732977564,0.003508585521833453,0.013269103334082296,1.16,1.0
367839d5,condo,0.0,0.0,7.26875494120819e-130,0.0,0.002711453201730086,1.2,1.0
5083ba4d,house,0.0,0.0,7.736628618509631e-19,0.8093532057454721,2.5147715594095484e-06,1.19,1.0
53dcdc4a,land,0.0,0.0,0.0056506418145417965,0.14944764038263772,1.3567165331204e-15,1.18,1.0
faffa4fa,apartment,0.0,0.0,1.0258149456038605e-31,1.7946163015357446e-09,8.104334308349205e-09,1.1400000000000001,1.0
8c85c9ba,condo,0.0,0.0,6.4286453832036294e-18,0.016968150229661666,0.012277259993888118,1.2,1.0
3ab0e940,house,0.0,0.0,1.384336633257239e-119,0.0,8.145078234070563e-09,1.18,1.0
6dc21ca3,land,0.0,0.0,6.73662065294238e-20,0.0006994787730550643,3.930874379785296e-13,1.17,1.0
82373a30,apartment,0.0,0.0,1.7272846679454193e-16,0.0,1.641204313070342e-10,1.1400000000000001,1.0
f13a47dd,condo,0.0,0.0,4.034888245253818e-33,0.00047138038003744485,8.148900391115111e-11,1.19,1.0
0f02f516,house,0.0,0.0,5.691546040207023e-129,1.1133716342122967e-10,2.9050189939105007e-10,1.18,1.0
34d2b805,land,0.0,0.0,0.005492418186353953,4.8167635867322964e-06,4.9136226555286e-10,1.17,1.0
890c2731,apartment,0.0,0.0,3.411044528738173e-124,0.005656028180503774,2.301957149233497e-07,1.12,1.0
33c5a14f,condo,0.0,0.0,7.535874139701352e-16,0.00011959235411456391,0.003083095661624447,1.19,1.0
6699e05f,house,0.0,0.0,0.003358394638220731,6.18173780356297e-05,4.064089519576981e-12,1.17,1.0
063551d5,land,0.0,0.0,3.5180761127454507e-128,0.01667027061244701,0.0014106327928488506,1.17,1.0
d40249cc,apartment,0.0,0.0,5.531991453304255e-21,2.4761022989500747e-05,4.459267855565611e-07,1.12,1.0
034c668d,condo,0.0,0.0,0.0017154423735516063,2.047180627019883e-05,2.0029097253209336e-09,1.19,1.0
efed1935,land,0.0,0.0,0.023598729992813414,0.00010877718479478469,3.786564548324699e-13,1.17,1.0
534faddb,house,0.0,0.0,5.60697192591523e-17,4.752471068158197e-11,3.937570676235091e-15,1.16,1.0
83177f17,apartment,0.0,0.0,2.037755801686457e-133,1.1714072426471206e-06,3.887225201759745e-14,1.1099999999999999,1.0
45060fdc,condo,0.0,0.0,1.090653021425362e-124,4.562768999913298e-06,0.00018633719271127921,1.19,1.0
1ce4f11d,land,0.0,0.0,3.252225375887006e-32,0.019535159451940017,2.933866080545094e-09,1.16,1.0
84ae6e82,house,0.0,0.0,1.4271574988734496e-130,0.0003872915038071107,0.0652818396062853,1.16,1.0
342f7357,apartment,0.0,0.0,1.7716704707741475e-35,0.004227789939508517,1.982720700839078e-09,1.1099999999999999,1.0
41ea2641,condo,0.0,0.0,1.7376777664217303e-18,1.2741553175494385e-05,0.0015105813220775883,1.18,1.0
6c022bc1,house,0.0,0.0,8.356778273885545e-15,0.109988782122219,1.4702148233504554e-10,1.16,1.0
5c129d3c,land,0.0,0.0,1.0436803333290582e-28,0.09102537343668175,2.041168051782575e-11,1.16,1.0
96d1b78e,apartment,0.0,0.0,9.601252172817457e-31,0.0,1.3226162018303658e-12,1.1099999999999999,1.0
34dc22b4,condo,0.0,0.0,1.4170542280742338e-17,3.336198713539285e-08,9.706372292535311e-12,1.17,1.0
9bd667ba,house,0.0,0.0,0.05073036958001165,0.09129866206456683,2.282236314832151e-13,1.16,1.0
cc9fadb9,land,0.0,0.0,3.7712143790194274e-130,0.0,1.0506337321678327e-13,1.15,1.0
c249733a,apartment,0.0,0.0,6.496755352374704e-16,8.963877002642536e-06,1.0861780685595624e-14,1.1099999999999999,1.0
aefd11a0,condo,0.0,0.0,1.2822094421569074e-30,6.388261723808217e-06,1.0451816834228903e-09,1.17,1.0
18e07eea,house,0.0,0.0,4.395353839550251e-124,0.001043726177474906,0.04990291020818227,1.16,1.0
be495810,land,0.0,0.0,7.340543933323641e-134,0.0,2.23533668143517e-05,1.15,1.0
1b2752d6,apartment,0.0,0.0,0.007827158049166854,4.6578638329632373e-07,1.5638438843180293e-14,1.1099999999999999,1.0
4de970f0,condo,0.0,0.0,0.002413761320865719,0.0,3.7619406028284764e-08,1.17,1.0
503a14d7,house,0.0,0.0,5.19104523443573e-124,0.040959900887673734,5.250347819731375e-09,1.16,1.0
bc1ee99d,land,0.0,0.0,2.879026659301848e-17,7.3241030543954e-10,1.1581069904760632e-13,1.15,1.0
fe8945cb,apartment,0.0,0.0,1.5123195753841773e-18,0.0,8.686569817429149e-14,1.1099999999999999,1.0
